,status_group
39146,functional
39147,non functional
39148,functional
39149,non functional
39150,functional
39151,non functional
39152,functional
39153,functional
39154,non functional
39155,functional
39156,functional
39157,non functional
39158,functional
39159,functional
39160,non functional
39161,functional
39162,non functional
39163,functional
39164,non functional
39165,functional needs repair
39166,functional
39167,functional
39168,functional
39169,functional
39170,non functional
39171,functional
39172,non functional
39173,functional
39174,functional
39175,non functional
39176,non functional
39177,non functional
39178,functional
39179,non functional
39180,functional
39181,functional
39182,functional
39183,non functional
39184,functional
39185,non functional
39186,non functional
39187,functional
39188,functional
39189,functional
39190,functional
39191,functional
39192,non functional
39193,non functional
39194,non functional
39195,functional
39196,non functional
39197,non functional
39198,functional
39199,non functional
39200,functional
39201,functional
39202,functional
39203,non functional
39204,non functional
39205,functional
39206,functional
39207,functional
39208,non functional
39209,functional
39210,non functional
39211,functional
39212,functional
39213,functional
39214,functional
39215,non functional
39216,functional
39217,non functional
39218,functional
39219,non functional
39220,functional
39221,non functional
39222,functional
39223,functional needs repair
39224,functional
39225,non functional
39226,non functional
39227,non functional
39228,functional
39229,functional
39230,functional
39231,functional
39232,non functional
39233,functional
39234,functional
39235,non functional
39236,non functional
39237,functional needs repair
39238,non functional
39239,functional
39240,non functional
39241,functional
39242,non functional
39243,functional
39244,functional
39245,functional
39246,non functional
39247,non functional
39248,non functional
39249,non functional
39250,non functional
39251,functional
39252,non functional
39253,non functional
39254,functional
39255,functional
39256,non functional
39257,functional
39258,functional
39259,non functional
39260,functional
39261,non functional
39262,non functional
39263,functional needs repair
39264,functional
39265,functional
39266,functional needs repair
39267,functional
39268,non functional
39269,functional needs repair
39270,functional
39271,functional
39272,functional needs repair
39273,functional
39274,functional
39275,functional
39276,functional
39277,functional needs repair
39278,functional
39279,functional
39280,non functional
39281,non functional
39282,non functional
39283,functional
39284,non functional
39285,functional
39286,functional
39287,non functional
39288,non functional
39289,non functional
39290,functional
39291,non functional
39292,functional
39293,functional
39294,functional
39295,non functional
39296,functional
39297,non functional
39298,functional
39299,functional
39300,non functional
39301,functional
39302,non functional
39303,functional
39304,functional
39305,non functional
39306,non functional
39307,non functional
39308,functional
39309,non functional
39310,functional
39311,non functional
39312,non functional
39313,functional
39314,non functional
39315,functional needs repair
39316,non functional
39317,non functional
39318,functional
39319,non functional
39320,functional
39321,functional
39322,functional
39323,functional
39324,functional
39325,non functional
39326,functional
39327,functional
39328,functional
39329,non functional
39330,functional needs repair
39331,non functional
39332,non functional
39333,functional
39334,functional
39335,non functional
39336,non functional
39337,non functional
39338,non functional
39339,functional
39340,functional
39341,functional
39342,non functional
39343,functional
39344,functional
39345,functional
39346,functional
39347,non functional
39348,functional
39349,functional
39350,functional needs repair
39351,non functional
39352,functional
39353,functional
39354,non functional
39355,functional
39356,functional
39357,non functional
39358,non functional
39359,functional
39360,functional
39361,functional
